# Google_Product_Taxonomy_Version: 2015-02-19
772 - Adultos
780 - Adultos > Armas
2214 - Adultos > Armas > Acessórios e cuidados para armas
503026 - Adultos > Armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga
499857 - Adultos > Armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga > Prensas para recarga de munição
505762 - Adultos > Armas > Acessórios e cuidados para armas > Caixas e suportes de munição
1822 - Adultos > Armas > Acessórios e cuidados para armas > Canhões elétricos
1783 - Adultos > Armas > Acessórios e cuidados para armas > Coldres para armas
499853 - Adultos > Armas > Acessórios e cuidados para armas > Correias para armas
1806 - Adultos > Armas > Acessórios e cuidados para armas > Culatras
503021 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas
499856 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Esponjas para limpeza de armas
499855 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Panos e cotonetes para limpeza de armas
499854 - Adultos > Armas > Acessórios e cuidados para armas > Limpeza de armas > Solventes para limpeza de armas
5067 - Adultos > Armas > Acessórios e cuidados para armas > Luzes de arma
500048 - Adultos > Armas > Acessórios e cuidados para armas > Maletas e bolsas para armas
781 - Adultos > Armas > Acessórios e cuidados para armas > Munição
3924 - Adultos > Armas > Armas de bastão
727 - Adultos > Armas > Armas imobilizadoras
3437 - Adultos > Armas > Chicotes
3666 - Adultos > Armas > Espadas
3694 - Adultos > Armas > Estrelas de arremesso
6109 - Adultos > Armas > Facas militares
7175 - Adultos > Armas > Lanças e azagaias
3092 - Adultos > Armas > Nunchaku
782 - Adultos > Armas > Pistolas
7567 - Adultos > Armas > Porretes e bastões
3833 - Adultos > Armas > Soqueiras de metal
726 - Adultos > Armas > Spray de pimenta
773 - Adultos > Erótico
778 - Adultos > Erótico > Brinquedos eróticos
5055 - Adultos > Erótico > Comidas afrodisíacas
776 - Adultos > Erótico > DVDs e vídeos eróticos
6040 - Adultos > Erótico > Jogos eróticos
6536 - Adultos > Erótico > Kits para pole dancing
779 - Adultos > Erótico > Livros eróticos
4060 - Adultos > Erótico > Revistas eróticas
774 - Adultos > Erótico > Roupas eróticas
412 - Alimentos, bebidas e tabaco
2803 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Fermento em pó químico
5768 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Gelatina sem sabor
5765 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Gordura vegetal e animal
7506 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Kits de decoração de biscoitos
500093 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Leite condensado e em pó
5767 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Marshmallows
5752 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Massas
5753 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Massas > Crostas de torta
5756 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Massas > Massa para cookies e brownies
5755 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Massas > Massa para pães e bolos
5766 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Melaço
2572 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Misturas para bolo
6774 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Misturas para massa e cobertura
5778 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Misturas para waffles e panquecas
6922 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Pasta de tomate
4613 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Pastas e molhos de feijão
499707 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Pérolas de tapioca
5800 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Recheios para tortas
499986 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Suco de limão
2140 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Vinagre
5777 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Vinho para culinária
5770 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Xarope de milho
2126 - Alimentos, bebidas e tabaco > Alimentos > Ingredientes para cozidos e assados > Óleos de cozinha
428 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios
6821 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Chantili
5786 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Creme
5787 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Creme azedo
4418 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Cremeira para café
1954 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Iogurte
5827 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Manteiga e margarina
429 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Queijo
1855 - Alimentos, bebidas e tabaco > Alimentos > Lacticínios > Queijo cottage
434 - Alimentos, bebidas e tabaco > Alimentos > Massas e talharins
5740 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas
2188 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Compotas e geléias
5742 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Guacamole
5741 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Homus
6204 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Manteiga de maçã
3965 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Manteigas de karité
1702 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Molho mexicano
6830 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Molho vegetariano
6831 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Molhos à base de queijo
5785 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Queijo cremoso
6784 - Alimentos, bebidas e tabaco > Alimentos > Molhos e pastas > Tapenade
433 - Alimentos, bebidas e tabaco > Alimentos > Nozes e sementes
1876 - Alimentos, bebidas e tabaco > Alimentos > Padaria
1573 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Bagels
5904 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Bandejas de pães, bolos e sobremesas
2229 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Biscoitos
6196 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos de café
2194 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos e sobremesas em forma de barra
5749 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Bolos e tortas
5790 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Casquinhas de sorvete
6891 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Conchas para tacos
6195 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Cupcakes
5751 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Donuts
5054 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Fudge
1895 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Muffins
5750 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Pastelaria
424 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Pães e pãezinhos doces
5748 - Alimentos, bebidas e tabaco > Alimentos > Padaria > Tortilhas e wraps
5814 - Alimentos, bebidas e tabaco > Alimentos > Pratos prontos
499989 - Alimentos, bebidas e tabaco > Alimentos > Pratos prontos > Acompanhamentos e aperitivos prontos
499988 - Alimentos, bebidas e tabaco > Alimentos > Pratos prontos > Refeições e entradas prontas
5807 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja
5808 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja > Seitan
6843 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja > Substitutos da carne
6839 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja > Substitutos do queijo
5810 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja > Tempeh
5809 - Alimentos, bebidas e tabaco > Alimentos > Produtos vegetarianos, tofu e soja > Tofu
5788 - Alimentos, bebidas e tabaco > Alimentos > Sobremesas congeladas e novidades
5789 - Alimentos, bebidas e tabaco > Alimentos > Sobremesas congeladas e novidades > Picolés
6873 - Alimentos, bebidas e tabaco > Alimentos > Sobremesas congeladas e novidades > Sobremesas com sorvete
499991 - Alimentos, bebidas e tabaco > Alimentos > Sobremesas congeladas e novidades > Sorvete e iogurte congelado
2423 - Alimentos, bebidas e tabaco > Alimentos > Sopas e caldos
4608 - Alimentos, bebidas e tabaco > Alimentos > Temperos
1529 - Alimentos, bebidas e tabaco > Alimentos > Temperos > Ervas e temperos
4610 - Alimentos, bebidas e tabaco > Alimentos > Temperos > Glutamato monossódico
6199 - Alimentos, bebidas e tabaco > Alimentos > Temperos > Pimenta
4611 - Alimentos, bebidas e tabaco > Alimentos > Temperos > Sal
413 - Alimentos, bebidas e tabaco > Bebidas
7528 - Alimentos, bebidas e tabaco > Bebidas > Bebidas a base de vinagre
499676 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas
417 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas
505761 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Absinto
2364 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Conhaque
1671 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Gim
2933 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Licores
2605 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Rum
502976 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Shochu e Soju
2220 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Tequila
1926 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Uísque
2107 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas > Vodca
5887 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bebidas alcoólicas com sabor artificial
7486 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Bitters
414 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Cerveja
5725 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Misturas para coquetel
6761 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Sidra com álcool
421 - Alimentos, bebidas e tabaco > Bebidas > Bebidas alcóolicas > Vinho
8036 - Alimentos, bebidas e tabaco > Bebidas > Bebidas com sabor de frutas
5723 - Alimentos, bebidas e tabaco > Bebidas > Bebidas energéticas e para prática esportiva
1868 - Alimentos, bebidas e tabaco > Bebidas > Café
415 - Alimentos, bebidas e tabaco > Bebidas > Chocolate quente
2073 - Alimentos, bebidas e tabaco > Bebidas > Chás e infusões
8030 - Alimentos, bebidas e tabaco > Bebidas > Gemada
418 - Alimentos, bebidas e tabaco > Bebidas > Leite
6797 - Alimentos, bebidas e tabaco > Bebidas > Leite de manteiga
5724 - Alimentos, bebidas e tabaco > Bebidas > Leite à base de plantas
6848 - Alimentos, bebidas e tabaco > Bebidas > Misturas para bebidas
2628 - Alimentos, bebidas e tabaco > Bebidas > Refrigerante
2887 - Alimentos, bebidas e tabaco > Bebidas > Suco
420 - Alimentos, bebidas e tabaco > Bebidas > Água
435 - Alimentos, bebidas e tabaco > Produtos de tabaco
499963 - Alimentos, bebidas e tabaco > Produtos de tabaco > Cachimbos
3682 - Alimentos, bebidas e tabaco > Produtos de tabaco > Charutos
3151 - Alimentos, bebidas e tabaco > Produtos de tabaco > Cigarros
4091 - Alimentos, bebidas e tabaco > Produtos de tabaco > Cigarros eletrônicos e vaporizadores
3916 - Alimentos, bebidas e tabaco > Produtos de tabaco > Fumo para mascar
3741 - Alimentos, bebidas e tabaco > Produtos de tabaco > Fumo solto
1 - Animais e suprimentos para animais de estimação
3237 - Animais e suprimentos para animais de estimação > Animais vivos
2 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação
500110 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Acessórios de almofada de aquecimento para animais
505811 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Acessórios de porta para animais
500084 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Acessórios para camas de animais de estimação
6861 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Ataduras para animais de estimação
5087 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Berços para animais de estimação
6251 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Bolsas e caixas para transporte de animais
6811 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Cabides para roupas de animais
500026 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Caixa de transporte de animais de estimação
6276 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Carrinhos para animais
5145 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Colares elizabetanos
499743 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Colchões térmicos para animais
6250 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Coleiras e peitorais para animais de estimação
5163 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Colheres para comida de animais de estimação
6248 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Controle de pulgas e carrapatos
7144 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Cuidados dentários para animais
7143 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Descansos para tigelas de ração
6983 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos
6973 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Escadas e rampas para animais de estimação
5093 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Etiquetas de identificação para animais domésticos
6253 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Extensões de guias para animais de estimação
5144 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Focinheiras para animais de estimação
8474 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Grades para animais em veículos
6249 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Guias para animais de estimação
8068 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Kits de emergência e primeiros socorros para animais de estimação
8050 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Lubrificantes para olhos e colírios para animais de estimação
5086 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Medicamentos para animais de estimação
6978 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação
6980 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação > Medidores de glicose para animais de estimação
6982 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação > Pedômetros para animais de estimação
6981 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação > Termômetros para animais de estimação
4497 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Portas para animais de estimação
6383 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação
7319 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Cortadores de unha para animais de estimação
7318 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Esmaltes para animais de estimação
499917 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Lencinhos umedecidos para animais de estimação
6385 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Pentes e escovas para animais de estimação
8167 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Secadores para animais de estimação
6406 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Shampoo e condicionador para animais de estimação
503733 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Sprays dezodorizadores e fragrâncias para animais
6384 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Produtos de beleza para animais de estimação > Tosadores e aparadores para animais de estimação
7396 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Protetor solar para animais de estimação
5162 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Recipientes para comida de animais de estimação
8070 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Sacos para fezes de animais de estimação
5092 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Sinos e pingentes para animais de estimação
6321 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Sistemas de contenção de animais estimação
505297 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Sistemas e ferramentas de descarte de lixo de animais
5081 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suplementos e vitaminas para animais de estimação
505314 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suporte para adestramento de animais
505313 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suporte para adestramento de animais > Porta-petiscos e clickers para adestramento de animais
505311 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suporte para adestramento de animais > Soluções e sprays para adestramento de animais
505304 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suporte para adestramento de animais > Suportes de almofadas de adestramento de animais
6846 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suporte para adestramento de animais > Tapetes de adestramento para animais
502982 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suportes e porta-saquinhos de lixo para animais
8513 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suportes para tigelas de ração
5013 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos
5016 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos > Acessórios para moradia de animais pequenos
5015 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos > Comida para animais pequenos
5014 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos > Forração para animais pequenos
5017 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos > Moradias e gaiolas para animais pequenos
7517 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para animais pequenos > Petiscos para animais pequenos
5 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães
7428 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Acessórios para canis
5010 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Brinquedos para cães
4434 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Camas para cães
7274 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Canis
5094 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Casas para cães
8123 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Esteiras para cachorros
7372 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Fraldas e tapetes higiênicos para cães
499900 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Fraldas para cachorros
5011 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Petiscos para cães
3530 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Ração para cães
5004 - Animais e suprimentos para animais de estimação > Suprimentos para animais de estimação > Suprimentos para cães > Vestuário para cães
